"Furniture","RL-19615","2017-07-07",7,2017,201707,"US-2017-169551",19120,-45.3,"East",87.2,"Consumer","Bookcases"
"Furniture","AJ-10795","2017-07-17",7,2017,201707,"CA-2017-142342",92307,210.7,"West",1194.2,"Corporate","Bookcases"
"Furniture","AM-10705","2017-07-21",7,2017,201707,"CA-2017-104731",24153,69.7,"South",302.9,"Consumer","Bookcases"
"Furniture","VG-21790","2017-07-29",7,2017,201707,"US-2017-115301",98103,25.5,"West",116,"Consumer","Bookcases"
"Furniture","AH-10585","2017-07-06",7,2017,201707,"US-2017-152492",33142,23.9,"South",239.2,"Consumer","Chairs"
"Furniture","ML-17410","2017-07-18",7,2017,201707,"US-2017-142573",85023,-42.9,"West",312,"Consumer","Chairs"
"Furniture","GZ-14545","2017-07-26",7,2017,201707,"US-2017-167318",90036,45.3,"West",362.4,"Corporate","Chairs"
"Furniture","SW-20455","2017-07-21",7,2017,201707,"CA-2017-145429",92024,22.5,"West",225.3,"Consumer","Chairs"
"Furniture","PO-18850","2017-07-06",7,2017,201707,"US-2017-101784",90008,-13.7,"West",122.1,"Consumer","Chairs"
"Furniture","JW-15955","2017-07-27",7,2017,201707,"CA-2017-107209",27604,12.2,"South",194.8,"Consumer","Chairs"
"Furniture","MM-18055","2017-07-15",7,2017,201707,"CA-2017-164378",10024,88.6,"East",664.1,"Consumer","Chairs"
"Furniture","SV-20365","2017-07-18",7,2017,201707,"US-2017-165358",19134,-14.2,"East",198.7,"Consumer","Chairs"
"Furniture","SF-20065","2017-07-16",7,2017,201707,"US-2017-156909",19140,-1,"East",71.4,"Consumer","Chairs"
"Furniture","AR-10825","2017-07-20",7,2017,201707,"US-2017-108343",10009,25.5,"East",163.8,"Corporate","Chairs"
"Furniture","EM-13825","2017-07-20",7,2017,201707,"CA-2017-122035",57103,27.4,"Central",182.9,"Corporate","Chairs"
"Furniture","NF-18385","2017-07-16",7,2017,201707,"US-2017-152842",28205,15.1,"South",242.4,"Consumer","Chairs"
"Furniture","ML-17410","2017-07-18",7,2017,201707,"US-2017-142573",85023,10.1,"West",161.6,"Consumer","Chairs"
"Furniture","RF-19735","2017-07-29",7,2017,201707,"US-2017-130953",73120,72.6,"Central",302.7,"Consumer","Chairs"
"Furniture","EB-13930","2017-07-22",7,2017,201707,"US-2017-106551",60653,-75.2,"Central",526.3,"Consumer","Chairs"
"Furniture","SM-20320","2017-07-09",7,2017,201707,"CA-2017-145128",47905,31.6,"Central",526.4,"Home Office","Furnishings"
"Furniture","JC-15775","2017-07-25",7,2017,201707,"CA-2017-121293",19143,3,"East",20.1,"Consumer","Furnishings"
"Furniture","AR-10825","2017-07-20",7,2017,201707,"US-2017-108343",10009,31.3,"East",183.9,"Corporate","Furnishings"
"Furniture","BP-11155","2017-07-10",7,2017,201707,"CA-2017-128629",31907,7.9,"South",18.8,"Consumer","Furnishings"
"Furniture","HE-14800","2017-07-08",7,2017,201707,"CA-2017-140480",19711,9.2,"East",40,"Corporate","Furnishings"
"Furniture","MB-17305","2017-07-03",7,2017,201707,"CA-2017-169124",95610,54.3,"West",129.4,"Consumer","Furnishings"
"Furniture","CS-11950","2017-07-20",7,2017,201707,"CA-2017-118640",60610,-5.7,"Central",8.8,"Consumer","Furnishings"
"Furniture","SZ-20035","2017-07-08",7,2017,201707,"CA-2017-133249",90660,62.7,"West",145.9,"Home Office","Furnishings"
"Furniture","MG-18145","2017-07-27",7,2017,201707,"CA-2017-123239",32216,-2.3,"South",91,"Consumer","Furnishings"
"Furniture","DK-13375","2017-07-27",7,2017,201707,"CA-2017-133046",98115,10.5,"West",23.9,"Consumer","Furnishings"
"Furniture","MH-17455","2017-07-13",7,2017,201707,"CA-2017-136364",19140,19.3,"East",91,"Consumer","Furnishings"
"Furniture","CS-12460","2017-07-03",7,2017,201707,"US-2017-126179",31907,5.5,"South",24,"Consumer","Furnishings"
"Furniture","SW-20455","2017-07-17",7,2017,201707,"CA-2017-139948",33614,2.2,"South",7.9,"Consumer","Furnishings"
"Furniture","JC-15385","2017-07-08",7,2017,201707,"CA-2017-108560",98031,99.2,"West",198.5,"Consumer","Furnishings"
"Furniture","JL-15835","2017-07-14",7,2017,201707,"US-2017-161935",43229,148.8,"East",396.9,"Consumer","Furnishings"
"Furniture","TC-21295","2017-07-14",7,2017,201707,"CA-2017-121048",92683,7.9,"West",18.8,"Consumer","Furnishings"
"Furniture","VF-21715","2017-07-08",7,2017,201707,"CA-2017-138464",98115,4.9,"West",15.8,"Home Office","Furnishings"
"Furniture","EC-14050","2017-07-31",7,2017,201707,"CA-2017-161102",94110,11.5,"West",37,"Consumer","Furnishings"
"Furniture","HE-14800","2017-07-08",7,2017,201707,"CA-2017-140480",19711,5.9,"East",83.9,"Corporate","Furnishings"
"Furniture","AM-10705","2017-07-21",7,2017,201707,"CA-2017-104731",24153,3.9,"South",8.8,"Consumer","Furnishings"
"Furniture","LS-16945","2017-07-05",7,2017,201707,"CA-2017-100223",75220,-348.6,"Central",332,"Corporate","Furnishings"
"Furniture","TC-21295","2017-07-14",7,2017,201707,"CA-2017-121048",92683,49.8,"West",276.7,"Consumer","Furnishings"
"Furniture","CA-12265","2017-07-03",7,2017,201707,"CA-2017-140053",87401,114.6,"West",545.8,"Consumer","Furnishings"
"Furniture","TM-21490","2017-07-27",7,2017,201707,"CA-2017-108791",10701,4,"East",14.9,"Consumer","Furnishings"
"Furniture","TS-21505","2017-07-03",7,2017,201707,"CA-2017-106747",3301,26.6,"East",102.3,"Consumer","Furnishings"
"Furniture","BE-11335","2017-07-17",7,2017,201707,"US-2017-105046",13440,14.5,"East",39.1,"Home Office","Furnishings"
"Furniture","GM-14500","2017-07-21",7,2017,201707,"US-2017-123834",78577,-21.3,"Central",124.4,"Consumer","Tables"
"Furniture","JC-15775","2017-07-25",7,2017,201707,"CA-2017-121293",19143,-34.6,"East",138.6,"Consumer","Tables"
"Furniture","ML-17410","2017-07-18",7,2017,201707,"US-2017-142573",85023,-448.9,"West",801.6,"Consumer","Tables"
"Furniture","SZ-20035","2017-07-03",7,2017,201707,"US-2017-111024",43130,-104,"East",215.1,"Home Office","Tables"
"Furniture","RS-19420","2017-07-15",7,2017,201707,"US-2017-128951",23434,157.1,"South",872.9,"Corporate","Tables"
"Furniture","MM-17260","2017-07-15",7,2017,201707,"CA-2017-166142",19805,-48.8,"East",310.4,"Consumer","Tables"
"Furniture","EM-14200","2017-07-25",7,2017,201707,"CA-2017-167549",75217,-4.3,"Central",298.1,"Home Office","Tables"
"Office Supplies","NS-18640","2017-07-09",7,2017,201707,"CA-2017-115651",60610,-146.2,"Central",58.5,"Corporate","Appliances"
"Office Supplies","AG-10675","2017-07-29",7,2017,201707,"CA-2017-101483",28540,6.5,"South",34.8,"Consumer","Appliances"
"Office Supplies","EM-13825","2017-07-20",7,2017,201707,"CA-2017-122035",57103,112.4,"Central",416.3,"Corporate","Appliances"
"Office Supplies","RS-19420","2017-07-15",7,2017,201707,"US-2017-128951",23434,50.4,"South",179.9,"Corporate","Appliances"
"Office Supplies","CS-11860","2017-07-21",7,2017,201707,"US-2017-123204",10024,4.5,"East",17.5,"Consumer","Appliances"
"Office Supplies","RF-19735","2017-07-29",7,2017,201707,"US-2017-130953",73120,60.6,"Central",137.6,"Consumer","Appliances"
"Office Supplies","LS-17200","2017-07-31",7,2017,201707,"US-2017-165869",53209,54.6,"Central",155.9,"Corporate","Appliances"
"Office Supplies","KB-16240","2017-07-11",7,2017,201707,"CA-2017-162015",90049,43.7,"West",168.1,"Corporate","Appliances"
"Office Supplies","BF-11275","2017-07-10",7,2017,201707,"CA-2017-169012",31907,10.9,"South",41.9,"Corporate","Appliances"
"Office Supplies","AZ-10750","2017-07-23",7,2017,201707,"CA-2017-110940",60090,15.2,"Central",121.5,"Consumer","Art"
"Office Supplies","SF-20200","2017-07-21",7,2017,201707,"US-2017-158505",84107,7.5,"West",26,"Consumer","Art"
"Office Supplies","NS-18640","2017-07-09",7,2017,201707,"CA-2017-115651",60610,3,"Central",8.8,"Corporate","Art"
"Office Supplies","NW-18400","2017-07-11",7,2017,201707,"CA-2017-127656",50701,11.8,"Central",30.3,"Consumer","Art"
"Office Supplies","MM-18055","2017-07-15",7,2017,201707,"CA-2017-164378",10024,1.9,"East",6.6,"Consumer","Art"
"Office Supplies","TD-20995","2017-07-08",7,2017,201707,"CA-2017-134306",1852,4.1,"East",13,"Consumer","Art"
"Office Supplies","HE-14800","2017-07-08",7,2017,201707,"CA-2017-140480",19711,8.7,"East",28.9,"Corporate","Art"
"Office Supplies","GM-14440","2017-07-29",7,2017,201707,"CA-2017-146031",12180,22.2,"East",60.1,"Consumer","Art"
"Office Supplies","AG-10675","2017-07-29",7,2017,201707,"CA-2017-101483",28540,0.4,"South",4.4,"Consumer","Art"
"Office Supplies","JF-15190","2017-07-09",7,2017,201707,"CA-2017-121083",6040,48.8,"East",119,"Consumer","Art"
"Office Supplies","AR-10825","2017-07-21",7,2017,201707,"CA-2017-118724",94521,1.7,"West",3.5,"Corporate","Art"
"Office Supplies","YS-21880","2017-07-03",7,2017,201707,"CA-2017-124828",27217,1.6,"South",9.6,"Corporate","Art"
"Office Supplies","VF-21715","2017-07-08",7,2017,201707,"CA-2017-138464",98115,6.2,"West",18.2,"Home Office","Art"
"Office Supplies","LH-16900","2017-07-23",7,2017,201707,"US-2017-169320",46514,5.5,"Central",11.7,"Consumer","Art"
"Office Supplies","AM-10705","2017-07-21",7,2017,201707,"CA-2017-104731",24153,29.6,"South",101.9,"Consumer","Art"
"Office Supplies","VM-21685","2017-07-16",7,2017,201707,"CA-2017-109778",60098,0.9,"Central",2.9,"Home Office","Art"
"Office Supplies","AM-10705","2017-07-21",7,2017,201707,"CA-2017-104731",24153,5.7,"South",19.7,"Consumer","Art"
"Office Supplies","HE-14800","2017-07-08",7,2017,201707,"CA-2017-140480",19711,45.5,"East",175,"Corporate","Art"
"Office Supplies","TD-20995","2017-07-08",7,2017,201707,"CA-2017-134306",1852,3.1,"East",7.6,"Consumer","Art"
"Office Supplies","TC-21295","2017-07-14",7,2017,201707,"CA-2017-121048",92683,20.9,"West",71.9,"Consumer","Art"
"Office Supplies","VF-21715","2017-07-08",7,2017,201707,"CA-2017-138464",98115,4.3,"West",13.1,"Home Office","Art"
"Office Supplies","JL-15835","2017-07-14",7,2017,201707,"US-2017-161935",43229,2.1,"East",13.1,"Consumer","Art"
"Office Supplies","MH-17620","2017-07-28",7,2017,201707,"CA-2017-130841",94110,3.6,"West",10,"Corporate","Binders"
"Office Supplies","FH-14365","2017-07-06",7,2017,201707,"US-2017-124303",19120,-2.3,"East",2.9,"Corporate","Binders"
"Office Supplies","EM-13825","2017-07-20",7,2017,201707,"CA-2017-122035",57103,20.2,"Central",43,"Corporate","Binders"
"Office Supplies","CP-12340","2017-07-23",7,2017,201707,"CA-2017-117240",10009,4.3,"East",13.1,"Corporate","Binders"
"Office Supplies","TC-21475","2017-07-30",7,2017,201707,"CA-2017-155740",44107,-53.7,"East",76.8,"Home Office","Binders"
"Office Supplies","JC-15385","2017-07-08",7,2017,201707,"CA-2017-108560",98031,7.8,"West",23.2,"Consumer","Binders"
"Office Supplies","PT-19090","2017-07-21",7,2017,201707,"CA-2017-145093",60623,-3.4,"Central",2.1,"Consumer","Binders"
"Office Supplies","SW-20455","2017-07-21",7,2017,201707,"CA-2017-145429",92024,17.6,"West",50.4,"Consumer","Binders"
"Office Supplies","VF-21715","2017-07-08",7,2017,201707,"CA-2017-138464",98115,30.2,"West",86.4,"Home Office","Binders"
"Office Supplies","CS-12355","2017-07-07",7,2017,201707,"CA-2017-105053",11561,6.3,"East",17.5,"Consumer","Binders"
"Office Supplies","SW-20350","2017-07-21",7,2017,201707,"US-2017-160465",44105,-22.6,"East",33.9,"Home Office","Binders"
"Office Supplies","AH-10120","2017-07-02",7,2017,201707,"CA-2017-107958",77036,-8.1,"Central",5.2,"Home Office","Binders"
"Office Supplies","KL-16555","2017-07-21",7,2017,201707,"CA-2017-103478",60505,-4.6,"Central",2.9,"Corporate","Binders"
"Office Supplies","TD-20995","2017-07-09",7,2017,201707,"US-2017-100209",97206,-0.8,"West",1.1,"Consumer","Binders"
"Office Supplies","EM-13825","2017-07-20",7,2017,201707,"CA-2017-122035",57103,30.4,"Central",60.8,"Corporate","Binders"
"Office Supplies","NM-18445","2017-07-23",7,2017,201707,"CA-2017-125367",10011,4.4,"East",13.9,"Home Office","Binders"
"Office Supplies","LB-16795","2017-07-31",7,2017,201707,"CA-2017-147032",19805,5.4,"East",11,"Home Office","Binders"
"Office Supplies","ML-17410","2017-07-18",7,2017,201707,"US-2017-142573",85023,-6.1,"West",7.7,"Consumer","Binders"
